"c_GSM555189","c_GSM555190","c_GSM555191","c_GSM555192","c_GSM555193","d_GSM555200","d_GSM555201","d_GSM555202","d_GSM555203","d_GSM555204"
"13016",12.3232871583499,12.1399644364069,12.1435448284972,11.9904596430223,12.1584147779435,12.2972062743052,12.1668031877387,12.3533946895832,12.2633894972826,12.3098576204581
"59026",11.5759095797113,11.632970182402,11.5449285113848,11.5422878995627,11.4742195625796,11.3897593710985,11.4862603994124,11.5493882316382,11.5835741246271,11.3829998570955
"66818",10.6225016342079,10.6178572608379,10.7186475942923,10.7115845813576,10.7615435462557,10.732022037005,10.7160498847401,10.5551525580244,10.7774301570679,10.5330685306417
"12847",12.9202858099503,12.9278818324804,12.881625307487,12.8614564439129,12.8393047519811,12.8305691171384,12.8836874734279,12.9304637542777,12.9928749339338,13.0115881521944
"99152",10.8292639876074,10.9145964033122,10.834694001088,10.933156851409,10.8541610706803,10.9240188921444,10.8996322895462,10.9188437448552,10.8854464510008,10.8522188134716
"107338",10.4163721174174,10.4638163666852,10.451569855028,10.6699143864471,10.4974745035979,9.76514114582147,9.96777934070046,10.1880694945784,10.1806638156266,10.5852232866949
"231430",9.24221120720221,9.27717658274437,9.34285873217176,9.3346961229921,9.33493346252115,8.98595110506347,9.45300977788741,9.28209227199085,9.39149047310614,9.33944308607562
"211673",12.1254188325737,12.1394123300516,12.1505454711502,12.0769570335752,12.1635773953227,12.1493304624895,12.0982118599886,12.0494389754262,12.1058491153246,12.2581001617182
"360216",8.88963291679687,8.98097501685529,8.88908887082587,8.72356662337699,8.60107516641483,8.99133717130688,8.87526125507701,8.93275130031561,8.56036906036328,8.95566582097098
"27225",9.34680194722037,9.57743311100421,9.61867667808523,9.75319641853929,9.56946366959692,9.48138765219933,9.72924727582356,9.49586440723687,9.71683364784805,9.3433476909429
"66618",11.1184705892662,11.4553856253229,11.4962210756294,11.5971441289834,11.3627976468907,11.7250352041281,11.2006008208203,11.5739898279137,11.5348666603303,11.5163546877592
"68366",9.22415901010178,9.23725489977324,9.53407752343894,9.42251704665776,9.44073150096026,9.35723292532733,9.15501871877704,9.2268175963447,9.43758532030625,9.41984805482295
"66743",9.4808653815028,9.44657045667665,8.90318556597761,9.11061625597147,8.9217469262288,9.89847506387696,9.02452825396395,9.34747030172745,9.25320084735473,9.77515129628028
"50724",10.7638256355465,10.9622850135916,11.019384836439,10.8866803629306,10.9158143437809,10.5548879140106,10.5525266646017,10.614347846518,10.7313826200738,10.7905433734225
"74252",10.3034593089867,10.2156812343981,10.3042222578411,10.1582288457573,10.5264032321187,10.2314365610245,9.59921856435479,9.90571801942892,9.99710779546754,9.7037541507606
"66591",9.82845476555847,9.59965231245942,9.48186187440142,9.87887365981953,9.39697713659663,9.33355376343219,9.00987305340522,8.96971308398084,9.6387770287185,9.74751940145669
"74763",9.58574181372044,10.1996556701747,10.0452822926401,9.93729517114966,9.728900700461,9.63827706972947,9.88135070272691,9.83601505724131,10.2623804275087,10.0946573923153
"66201",10.8335003848036,10.6877942226044,10.7689229463081,10.8090680314652,10.8365431575874,10.9730712744401,10.6725481369307,10.6925616604427,10.762242618291,10.7515527733583
"217869",12.4668526263924,12.4191998190588,12.2006364904043,12.0908790874373,12.4632800194302,12.6025987518657,12.4520673841393,12.7152256049228,12.5630174817975,12.471159154669
"12540",13.1310001147812,13.0778574952634,13.0080001174665,13.0969252488837,13.1626181037562,13.3409683866465,13.2427729267868,13.1642124808063,13.1626181037562,13.1747296611903
"106298",8.56562616938515,8.4231039086324,8.41407035069425,8.59723694984978,8.30027310552426,8.84690254808315,8.55059147101939,8.89735857187037,8.67322118261237,8.50757881795694
"81702",10.8196435427092,10.9418802894113,11.0716656092818,11.224676489135,11.1365808435721,11.0433118938903,11.2825097454351,11.1652824125832,11.0903776503167,11.346446228937
"246703",11.1691297506729,11.3550036379238,11.3791317896433,11.2163124446401,11.2718726981936,11.2697725013639,11.2851722477649,11.3533531058805,11.2605677712891,11.1858981614692
"54196",12.584934977632,12.3588532254829,12.121529073799,12.1209801420549,12.3500151447741,12.1483652975174,11.9849393466645,12.052366120593,11.6994885536392,11.7811598421211
"18607",11.2486871654866,11.2033143981251,11.3153479251538,11.3540237463823,11.2672813286597,11.1742522229854,11.1175248641964,10.8858245973274,11.0433118938903,11.1641316032262
"269061",10.7693236078762,10.6784233062913,10.6796455651462,10.6073259589477,10.6605713264355,10.7619289148927,10.6854901256021,10.7530870845571,10.7007064491927,10.7500699013555
"52477",10.6123415062023,10.7050275630114,10.5416386190071,10.6767297171865,10.5112274461675,10.5790689954037,10.4728481401173,10.5670666173179,10.3455062978174,10.3411214353408
"193742",10.20898536454,10.4762362907934,10.5258854238157,10.2194920721541,10.5133517874559,10.2616117236439,10.594816640124,10.3714578995064,10.3181369407665,10.5187000326717
"19349",12.7213895957727,12.7245979557139,12.6904700348804,12.8125497727028,12.6962919280863,12.6744066380173,12.7521874939273,12.8223102127531,12.6698255980303,12.8054530062896
"13194",11.3786283665907,11.4001322033683,11.2281110874511,11.0607848322173,11.2538065193769,11.1462235746223,11.3936947532481,11.3751725280626,11.2971319413255,11.4886970281417
"56612",11.9506648695657,12.1642749701337,12.3328626139212,12.1078022806059,12.0990074836607,12.2344255833502,12.1758385062969,12.2958493256568,12.2427777167816,12.0652492458395
"54391",12.986198802954,12.9246193500929,13.1697602031878,13.2174625050899,13.1608079974867,12.6313899459244,12.4220060964925,12.2685444066959,12.7602982524257,13.0376778086678
"66073",10.771613366406,10.5694519761031,10.7410477254288,10.8469140220445,10.6217507672899,10.7413739833414,10.7588934434963,10.7751724115829,10.8236569417449,10.7287331802649
"68035",10.7510941336543,10.9865294556311,10.9997098707382,10.7732274081197,10.6481039205568,10.7017173049291,10.7186475942923,10.6364731864341,10.7805022180362,11.0720828143528
"19184",11.6390967695281,11.3313889545395,11.5678666938351,11.5974788380719,11.4603738821499,11.4292204374526,11.7836703733651,11.7199287177,11.6733544839877,11.6926087277967
"21982",11.7508634022633,11.8074591479416,11.647347741009,11.8348660936244,11.7814703082535,11.7655456710408,11.8774701067156,11.9426447295066,11.7438634574485,11.6332225877636
"11993",10.5096604452802,10.5603037213062,10.6989853074441,10.4571175084395,10.5587649574526,10.4229028917153,10.5069768356413,10.4319970944078,10.5390477636043,10.6270022962751
"15184",10.0756815742944,10.4323726144426,10.2756788079262,10.4180546732919,10.0542524737141,10.0546304647646,9.99022936289312,10.1991602668884,10.0872302956709,10.270541618397
"14976",11.0697349747902,10.8410267745786,10.8148296161781,10.9112521831882,10.7471910455718,11.0175869535773,11.0900049957118,11.1269213210505,10.9778291012651,10.8105707842503
"13185",10.3190938638404,10.3684367655139,10.4317711394492,10.6160558486798,10.4921987009952,10.4517253082689,10.4592989136141,10.38120534633,10.3802513548476,10.4851692735408
"71722",9.77728761394789,9.91545487212631,9.58146305571106,9.7530888314379,9.92437568643987,9.714216104381,9.51558431498752,10.0390884160413,9.43470631143549,9.67995570982588
"66878",11.9135628270412,11.7109683533511,11.6920275596105,11.7254763799387,11.8581722468278,11.9139682359312,11.759721402683,11.7861316710109,11.8724997559215,11.8691542037209
"59288",10.7096983575656,10.7556524880868,11.0180653394077,10.8534732103459,10.917116007745,10.6909872881284,10.547642683322,10.4826258492494,11.0302509202395,10.9077535128664
"54170",11.2971319413255,11.1440544159566,11.2386688105699,11.3453057045222,11.2357714382702,11.3739260166746,11.2386688105699,11.476886063972,11.4140172418074,11.2575890419258
"213773",8.29856152277247,8.56924968042542,8.38975749917197,8.4291553800517,8.85448578360114,8.43131798188518,8.66596619282647,8.78808435140824,8.32885121773864,8.23573431364362
"15441",11.6636729711721,11.7541343925489,11.6229510599084,11.6107110556084,11.7397319046449,11.6873512795501,11.7801865513566,12.0970436155747,11.8520265303886,11.7320443624108
"407819",12.2001146416619,11.9782159174975,12.2603963990584,12.0613919096022,12.2239648727694,12.0796960303338,12.1457865882129,11.825765816004,12.0548589627752,12.1738590942953
"216169",10.8830426943905,11.2120402726096,11.11457206986,10.6599459092479,11.002176753187,10.6632306990428,10.5743695176708,10.4733771896619,10.3822352676814,10.7278993733827
"69833",11.1899361243332,11.4190906149127,11.3226420041292,11.7546726957319,11.422803792824,11.529660140137,11.1835250105082,11.2874741898341,11.2293242415032,11.2984556609058
"66589",11.3503772379298,11.4773704339895,11.4329628066182,11.3368820685454,11.332993471396,11.4738409869727,11.3350996317996,11.5541056658991,11.3799596029619,11.2871244877342
"20615",10.1213742661442,10.4450213116897,10.1470011548652,10.1456628899287,10.2822624514283,10.3324003605548,10.4602718407519,10.4741882938101,10.6240074233818,10.2281977076726
"72313",11.3550036379238,11.3229830840203,11.5528863187507,11.5652604486324,11.2856627746365,11.572504075523,11.6526707240786,11.6259396722614,11.5689335451587,11.5195117453919
"68576",11.6733544839877,11.7003886481979,11.8188472540953,11.7614898842282,11.6641388374296,11.8091282758455,11.8243293276238,11.7979367726144,11.8507354970346,11.8494137171705
"11927",11.5449285113848,11.6007057992204,11.7225141479589,11.5844048976468,11.4474790517799,11.7935640039462,11.7698524398075,11.6290807898789,11.5011344781638,11.7126045126743
"68836",11.5747125892505,11.5936845472962,11.5108207966665,11.4915152431875,11.5163546877592,11.5368040676748,11.5968226044618,11.7501509496767,11.3869907742128,11.5290943172306
"76799",11.3453057045222,11.7717033405471,11.7237617611975,11.5499706170316,11.6059284284955,11.4376068944199,11.6548351132715,11.8903867201163,11.8595414210036,11.6371120954807
"68693",11.196197187467,11.4376068944199,11.558906093762,11.4400566459108,11.4110857976275,11.5359528730553,11.3683341214306,11.5475814601119,11.6408861660536,11.7059972706296
"228994",11.3913458594613,11.3192367810772,11.3574449241915,11.2221418674448,11.280014519771,11.4326323210136,11.3865045488406,11.6217714935562,11.5344365217921,11.5646304366112
"67615",11.0162318581128,11.0224542778414,11.1014677636202,10.8561235563752,11.0007743362918,11.2601249498828,11.1768695595559,11.3161659933808,11.275701439834,11.1184705892662
"16396",10.6740477192248,10.8069341442698,10.8069341442698,10.9445066962616,10.9033596482043,10.525270224513,10.7430877162799,10.6401456987983,10.8095022640218,10.8845227186315
"83669",9.59376615849704,9.47675645661208,9.41725627032762,9.53407752343894,9.37964169760726,10.2027666830877,10.1991602668884,10.2274529698284,9.55740978284377,9.76339852273815
"17975",12.652702358808,12.6165257748738,12.3533946895832,12.4115120130336,12.5282414036279,12.6052032476103,12.5805242368774,12.9152323567874,12.5325046199898,12.4162292920071
"58523",10.2387621547466,10.3840115836848,9.95071561002067,10.0578678418218,10.0510312008243,10.5316157944142,10.4832391607837,10.6481039205568,10.5697766914386,10.4469017479122
"245688",12.8177730557999,12.7945034961863,12.5165671702161,12.7126040052725,12.7429581301717,12.9322071753227,12.9373350613471,13.0943980654233,12.7051175555689,12.6593753794224
"11671",10.5412135291936,10.5802115298123,10.9066363689186,10.6868375927986,10.7863322626033,10.3169124973793,10.528066790113,10.3624812330679,10.4788171318997,10.606785563309
"18946",3.16161551747896,5.09148675547291,5.71288950256279,5.53752272111388,5.99611849105445,3.18154921933092,4.96585101539731,6.69349677527788,3.51559286759256,5.10236325868624
"56397",13.1968449556906,13.1072444668818,13.0711757627109,13.2742610754417,12.9808442498275,13.15451734935,13.1210969714096,13.25354114323,13.2565325238014,13.2146153395072
"11465",14.7340514907537,14.6130840582747,14.6173200609321,14.6845609861142,14.6317806914311,14.62737695013,14.6845609861142,14.5164815543976,14.6632393590924,14.6432405418767
"67416",9.65397355629817,9.4913799388548,9.54748444101758,9.53812102193557,9.61155817963299,10.38711266782,10.5189351103433,10.310481059949,9.8230007327931,9.96035421619619
"170930",13.813622446974,13.7760789325365,13.7579873654847,13.730300660649,13.7488645887885,13.9159096543042,13.8469800204697,13.9663431974397,13.8619519146528,13.9127772771579
"65114",12.2819864228718,12.3540022832257,12.3054719456144,12.3946797776217,12.4046153544688,12.4473526005424,12.4881422081852,12.3808239207481,12.4862686004865,12.5189602632993
"12469",11.4611932785033,11.4949261466554,11.4578962135625,11.6063548134077,11.4808920214089,11.5393034184246,11.6376797780674,11.6426482863829,11.5616881340826,11.5942478725499
"109820",5.52586516431987,4.00284735598902,3.70086683949894,4.53092514894499,4.95145061360039,5.26503320146523,4.72819984265028,4.54114378274708,5.32523880913723,5.57834535168409
"14376",10.5822017526865,10.483611069861,10.7602388172332,10.6594008037672,10.6181284952185,10.4326468030855,10.5330685306417,10.6028368243856,10.8590722674885,10.56462705242
"80751",10.1328528872158,10.2496860941178,10.0052069519023,10.1934079075048,10.1761466942062,10.1592451268417,10.4096430435106,10.2714115308507,10.1133281618461,10.0789309969858
"24105",10.1540503104892,10.4462400825189,10.5383830267719,10.0895750718229,10.4199868134674,10.2405297557428,10.2472416132549,10.3723609581155,10.4751174924768,10.4100159083771
"103711",11.0451004127058,11.1360775459676,11.2482302670901,11.0455149439848,10.9818826774635,10.6361301787135,10.6537110138805,10.3356588870061,10.7944578651799,10.763567927246
"20729",11.3777271006239,11.3594989177882,11.4611932785033,11.2628518077417,11.2979238266004,11.8253968842342,11.4403804519945,11.944128200564,11.6641388374296,11.6441225543554
"12305",12.1712505937693,11.9028533949417,12.2449479342203,12.3770567195031,12.1681892124615,12.446329291609,12.3821862359673,12.135874246759,11.9649604193976,12.3514988294885
"60321",10.8296229406397,10.6796455651462,10.8095022640218,10.6364731864341,10.8130662550497,10.6413334677292,10.7413739833414,10.6497106901646,10.6702745671065,10.8255298502255
"14609",11.7206588352027,11.7691200812681,11.4624892408158,11.7402661228426,11.489743791339,12.5112096176965,12.2835031975697,12.1996627716539,12.144226170624,11.9576129045982
"20501",13.5872050799017,13.686547534931,13.6045891316462,13.5940875328661,13.6965004240736,13.737785782039,13.6221002300661,13.5672132854237,13.4988616195721,13.5199566456491
"20312",10.4101420043786,10.416130270947,10.6798644764671,10.3507343956271,10.2796908840861,10.1142412167767,9.90640185402257,9.64620562239092,10.230403714047,10.2328400082269
"109791",10.0582763743288,9.73677504226719,9.94410095028291,10.1051055618211,9.90280389471723,9.4701655680305,9.52763770665448,9.52416321695196,10.1161986478272,9.77858065412356
"18791",9.30589670006524,8.88726721342067,8.47686111638776,8.88522069479237,8.9489763276012,9.39406020297276,9.74685993353204,9.26792732203401,8.73457275188288,8.99499230304189
"20382",12.7229910295589,12.3156698732366,12.0760898465416,12.0889823584764,12.4733748038826,12.5513279843604,12.6234491536517,12.7344512630792,12.427495914632,12.4087175789793
"18140",9.10501901882938,8.83627928655199,8.38763328465013,7.84968810148957,8.37870685765163,8.9677635575962,8.34013471977289,8.87140994970507,9.00415031790225,9.23126703958964
"227753",14.1090658411703,14.279489263633,14.1349106926702,14.1305706169041,14.1591374898629,14.6357428664746,14.5866812007571,14.720512946541,14.5316316792057,14.5316316792057
"11800",12.8523674403442,12.5181273323163,12.6324749380805,12.6943953195527,12.7717913215188,13.0182853123767,12.9808442498275,13.0063367123878,12.732139348421,12.7904229978637
"11966",11.557851676685,11.2590336451239,11.426534995772,11.3016876715526,11.2923186820539,11.4915152431875,11.3332453472114,11.3885569031208,11.4373392020595,11.5528863187507
"19720",10.6346793911627,10.3716621913437,10.4281916808805,10.118281144489,10.3798019557555,10.7876547003764,10.5888196660633,10.8601764205491,10.561731202129,10.6334832649025
"12468",12.1804464968744,12.3032999351512,12.2633894972826,12.1467893713058,12.1811579305548,12.1891718498484,12.1473478191739,12.3085984516815,12.0956392180858,12.184031163778
"11749",10.2106174520255,10.2970600907433,10.3649742326202,10.1574753058545,10.2235164582382,10.6523526979309,10.6866605875962,10.9498859236709,10.6499526753288,10.3277517038274
"51792",13.1779517792185,13.0909591184795,12.9478199826117,12.9506167891521,13.1072444668818,13.3043619809606,13.2394701805117,13.2298654239124,13.0724243890046,13.1352510816844
"53610",12.4855314192079,12.6657838749091,12.5033687894506,12.4881422081852,12.6279654002459,12.6954615689318,12.6434462875478,12.8844185131776,12.6657838749091,12.5622654197556
"108664",10.4326468030855,10.4107320171643,10.2200248577539,10.4932915648591,10.3165227895688,10.4085860695977,10.2053340779976,10.5478903924343,10.4203149397455,10.6942748730682
"28146",12.4439212662734,12.0539111196798,12.1068924411666,12.270257404607,12.2614995638184,12.2077638026432,12.1321324718743,12.1804464968744,12.2443986971009,12.2322471320528
"98386",11.7623902651815,11.5735259818582,11.4608123403281,11.3646051240331,11.6824842379791,11.6371120954807,11.653780048408,11.8472711591995,11.5799717021012,11.7237617611975
"26429",9.19252869911416,9.05308859414731,8.88128834392186,8.61808374630384,9.01967201443974,9.44657045667665,8.94361450972288,9.28836838054823,8.81655125379796,9.14687633252596
"21762",12.0858867737494,12.0613919096022,11.8625155794747,11.9719179175793,12.0531689690096,12.1671593317265,11.9973270625117,12.3304098788302,12.0851989742715,12.270257404607
"11609",4.58461549183212,1.24979691090756,2.23080379066658,4.76981895784733,3.91358040294913,4.07187108750972,4.48005925846956,4.91010458256635,2.58106143122518,4.19330558594311
"20090",14.9170781764832,14.9170781764832,14.9170781764832,14.9170781764832,14.9170781764832,14.9170781764832,14.9170781764832,14.9170781764832,14.9170781764832,14.9170781764832
"67603",12.3124592810363,11.8449294283191,12.512499351479,12.0106726390468,11.2555377202031,11.2854291117436,11.3642531005383,11.1510271766086,11.1635650966266,11.3791317896433
"56454",10.8136949507278,10.6518982623466,10.5356839601863,10.4579233313065,10.6632306990428,10.6499526753288,10.7868795582432,10.8156581146182,10.9351593402763,11.0598467092117
"56442",11.5429484585884,11.6072312510425,11.489743791339,11.8816876082472,11.5453795900299,12.045245278497,12.1938155900664,12.2167713304018,11.8879262362869,11.7199287177
"18148",12.6052032476103,12.8927309278407,12.7800065562754,12.7661307010028,12.5954953386429,12.6803073463373,12.9913436047936,13.293131982451,12.8599586784721,12.792339561763
"68801",11.7879797981318,11.6088240896893,11.5344365217921,11.5774855310435,11.7358172072709,11.8203239815356,11.7623902651815,11.9584084137106,11.6800862418989,11.6088240896893
"13427",11.1549437965478,10.9628179941435,11.0907730513742,11.1188792649659,11.0978367824511,11.2440296912598,11.3220263995511,11.1777488589214,11.1915475339599,11.17076809185
"56716",8.43392097363125,8.63451090939752,8.54093185004422,8.58684410383607,8.71552555690038,8.64311545585232,8.68210314112594,8.55303225200866,8.72378762806293,8.69043636071328
"20983",7.01910267165967,7.53274484115286,6.76047241137025,7.1456415369733,6.96118112155108,8.00002890613863,8.11229557188977,8.14367617275765,7.59506912005892,7.71828432178786
"16833",3.02505205496115,1.18249313212391,2.62811160514646,1.31797394131084,1.99881681210183,4.38103463587322,4.86539626515977,3.80555568194597,5.22482992166189,4.75358761064352
"16765",12.5630174817975,12.4919576124049,11.9328952557838,11.9530613122497,12.3621735181195,11.9090685720618,12.0675621379934,12.5282414036279,12.1605619591506,11.9225734352616
"19414",9.28923551577342,9.68599128419399,9.30319525675305,9.47805070493688,9.43323190003126,9.89261707395533,9.89733225008065,10.039803730871,10.0382811633747,9.78299970519616
"23854",7.63163700459843,8.08280950791639,7.56987731714366,7.5240005883445,7.48352520005321,8.14136473466739,7.71664552752035,7.76638577500445,7.96674704429046,7.86775314547807
"17311",11.8243293276238,11.9512418543468,12.0251562360867,11.9364842542095,11.9488493447509,12.068233832141,12.1642749701337,12.3562523543129,11.9675514379158,12.0936262874676
"13723",7.14698343248715,6.90361946177902,7.12043762250039,6.97311536718927,6.86939507431947,8.02258634780896,8.05825875298555,7.84891034521164,7.85178121340112,7.71852668981196
"16647",12.7745198477577,12.6823257934764,12.4398858434094,12.5664200595027,12.7982672564178,12.3370722230913,12.3351004650474,12.317211994679,12.3702708241544,12.3997316551654
"22178",5.10861244174634,3.22302182805602,2.95786886995301,1.65616607768969,4.92759558123325,4.91381686207089,0.37098773985423,3.83038307520659,3.90961839774821,4.07847688334846
"13690",13.8485300584092,13.7400307156465,13.7200197681329,13.7446582191601,13.8365139993233,13.8437487949686,13.7418585603402,13.6932656397523,13.6785703196179,13.7214497556872
"12183",10.2537176924803,10.093151571807,10.1051055618211,10.123746393624,10.2823830840718,10.3192420811869,10.358229210354,10.4484829155098,10.4437289856579,10.366160295708
"101869",9.44338892537337,9.20556065577977,9.17480447319951,9.37162601769542,9.01107912960873,9.91017826799591,9.83159816871631,9.7070452106598,9.76357808177383,9.51785724145961
"12464",12.5551492900048,12.6489661755744,12.7266643911145,12.7745198477577,12.6715139205071,12.615532441975,12.6803073463373,12.881625307487,12.6584170894441,12.65103385308
"21849",11.4693021023789,11.4535889748293,11.3876738612091,11.2561808187588,11.1853564848776,11.1967850131824,11.5030588937901,11.6848491944488,11.2735695047834,11.3537098389105
"12321",12.1315624657526,12.0101443696202,11.9541822660501,12.0131195521067,11.9910665456495,12.1910386132568,12.17631063759,12.1483652975174,12.0363714117312,11.9474720488338
"21810",11.7818501232052,11.8729815298745,11.7574455114242,11.9035520834509,11.6893491923789,12.4653023482205,12.4653023482205,12.4011308416799,12.0712656654172,12.0707253434539
"59013",12.5033687894506,12.3639312941662,12.4054459402878,12.5189602632993,12.3904870093103,12.5433234776023,12.6052032476103,12.7700138970656,12.556275910852,12.6036839656099
"54130",11.3286355829781,11.4110857976275,11.4504569301763,11.2718726981936,11.4243754420916,11.476886063972,11.4326323210136,11.332993471396,11.4816823027923,11.5344365217921
"24063",9.80673073891421,9.74058540209305,9.855162270098,9.85823725832263,9.12402590702094,9.74130530519027,9.91343004402189,9.63735376672262,9.63357050391976,9.45163331142339
"27370",13.5154667706667,13.7550410093365,13.6624602024756,13.6844849665615,13.6410269843561,13.5505527841395,13.6658597856783,13.7604324858029,13.5672132854237,13.5694477103582
"20133",10.2736623245266,10.0846734734979,9.7915338551677,9.45853298550556,9.83216118386308,9.51835311840277,9.70312468686919,9.92982457075611,9.94263715302324,10.0065533370667
"67186",14.4285011140319,14.4640126134385,14.4445567802569,14.5243148795042,14.4919125529551,14.4774042758051,14.5697698656064,14.6173200609321,14.4538938643933,14.5110131624561
"16783",12.7627425024241,12.8585920893152,12.9313623439181,12.841765307686,12.8954328755973,12.9336890935083,12.9899320496288,13.0139806265363,13.0778574952634,12.9837473746853
"66092",12.9654404749893,12.9654404749893,12.9161749958321,12.9228214687561,12.9913436047936,12.7152256049228,12.7266643911145,12.6427118476201,12.7251558368042,12.7394346460649
"67868",6.99452389823127,6.96760576933343,5.9211090118625,6.73932669163441,6.43013982100498,5.92547973631171,7.23804895365271,6.38869699411312,5.57393873247367,7.23443792155325
"12653",12.2077638026432,12.1784051958826,12.197243840578,12.3507071790381,12.0194374580865,11.9942645708453,12.2449479342203,11.8691542037209,12.040103521169,12.2575119925191
